"session","session_id","study_id","created","modified","ended","expired","remind_situation","situ_nerv","situ_rela","situ_care","situ_blue","situ_irri","situ_bala","situ_soci","situ_asse","situ_subo","situ_acti","situ_pass","situ_enth","situ_symp","situ_aloo","situ_kind","situ_poli","situ_susp","situ_trus","situ_orga","situ_tidy","situ_lazy","situ_dili","situ_thou","situ_reli","situ_arti","situ_curi","situ_conv","situ_trad","typical_week","suit_nerv","suit_rela","suit_care","suit_blue","suit_irri","suit_bala","suit_soci","suit_asse","suit_subo","suit_acti","suit_pass","suit_enth","suit_symp","suit_aloo","suit_kind","suit_poli","suit_susp","suit_trus","suit_orga","suit_tidy","suit_lazy","suit_dili","suit_thou","suit_reli","suit_arti","suit_curi","suit_conv","suit_trad","traits","selected_items","unclarity","ot_unclarity"
"2l6lmjffuV5pwAk3OpynPoZqyLPeG_rocC35Lq-GYjlgdEr4yhppFyOq3arS17ec","498","15","2024-07-03 02:18:50","2024-07-03 02:25:37","2024-07-03 02:25:37","","I was at school about an hour ago and had lunch and studied alone.","2","7","5","2","1","5","3","6","6","5","3","5","1","2","5","5","4","7","4","2","4","4","9","6","5","2","5","6","I was at home and practiced driving. I sometimes met with my friends and we had a fun chat.","7","7","8","5","2","8","9","1","7","10","9","6","6","9","5","2","4","9","4","8","3","5","7","7","3","6","9","3","thoughtless,reliable,subordinate,carefree,conventional,assertive,passive,diligent,active,irritable,balanced,sympathetic,lazy,sociable,aloof,enthusiastic,suspicious,organized,polite,artistic,nervous,kind,blue,tidy,traditional,curious,relaxed,trustful","subordinate,assertive","3, 6","subordinate means having less power in a group and I was curious why it can be described in a normal friendship. "
"rSfYAPXWz9x-tl7-Fuw1y8b5hz1A6TBShBblt3w97waZtqmbjNWAhy_oLrLkDTds","502","15","2024-07-03 02:22:09","2024-07-03 02:28:03","2024-07-03 02:28:03","","I was at Kinton Ramen at UBC. At that time, I had just left the restaurant and headed towards the Nest so I could get some grocery shopping done. No one was with me.","1","7","5","2","4","9","6","6","4","8","10","5","7","3","6","6","4","7","7","6","3","8","8","7","4","4","7","3","These days, a typical week literally consists of either spending time outside for more psyc classes or resting in my dorm. There is barely any human interaction involved aside from classroom environments.","2","7","7","6","4","3","3","5","4","1","8","4","7","8","6","7","4","6","6","6","9","6","7","6","7","7","3","3","subordinate,aloof,balanced,polite,reliable,blue,nervous,thoughtless,diligent,organized,kind,carefree,artistic,traditional,trustful,conventional,curious,irritable,assertive,tidy,passive,relaxed,active,lazy,sympathetic,sociable,suspicious,enthusiastic","subordinate","1","It's more like I was having trouble thinking how that word could even relate to my life."
"hS87hkwbEdJxQwrKBiLTj_FF05BvUgJIaTCjFyDCy8RnHfmFME2IQ18dPCvE1nux","513","15","2024-07-03 03:05:05","2024-07-03 03:11:20","2024-07-03 03:11:21","","I was driving home from UBC from my first class of PSYC 218. I was alone in the car but I was on call with a friend talking about our plans later tonight. There was a little bit of traffic but it wasn't as bad as it normally is during rush hour. ","2","5","5","3","4","5","6","4","3","3","6","4","2","3","5","4","2","4","4","3","5","5","5","5","3","2","7","4","I go to class at UBC alone, hang out with friends, go on walks alone, and study with and without friends","3","5","6","4","4","6","7","6","4","5","6","6","5","3","7","6","4","6","5","6","4","5","5","7","4","6","6","5","relaxed,tidy,diligent,conventional,organized,assertive,nervous,aloof,lazy,balanced,reliable,blue,kind,artistic,polite,suspicious,thoughtless,carefree,subordinate,curious,active,irritable,sociable,trustful,traditional,enthusiastic,passive,sympathetic","conventional,aloof,subordinate,traditional","4, 8, 19, 25","I don't use these adjectives in my everyday life and they do not come up from others in conversations."
"U1A7gfA5TEh4Q2kD_6jPtsATQ8RBLTnxUmG35ct3D4asAvuGabtA_k84oYOIZk5p","515","15","2024-07-03 03:07:50","2024-07-03 03:13:48","2024-07-03 03:13:48","","I was at my husband's office eating dinner and looking for flights ","6","3","2","1","3","6","8","2","4","8","4","8","7","2","9","8","1","8","9","6","2","9","1","8","5","10","7","4","I go to school twice a week, I volunteer in a crisis line twice a week as well, I go to the gym twice a week and dance once a week. I go to get treats like a tea or a pastry almost every day, I clean home once a week , talk to my friends, walk around. ","8","3","2","3","6","4","4","7","6","9","3","8","5","3","9","10","5","5","9","9","2","9","1","9","8","10","6","6","enthusiastic,sociable,organized,active,assertive,thoughtless,blue,trustful,traditional,aloof,diligent,carefree,reliable,nervous,curious,irritable,polite,subordinate,sympathetic,balanced,artistic,suspicious,relaxed,kind,conventional,tidy,passive,lazy","blue,traditional,aloof,subordinate","7, 9, 10, 18","I google subordinate and I guess it's like submissive. Blue I assume is sad. Aloof sounds more ""negative"" to me and traditional is probably like strict"
"pgetydmO_afBkpRc7swx9jR4CL54VzlEb7qciLMklUTiFGu0rcP-1yjopwFpgBHv","526","15","2024-07-03 03:39:26","2024-07-03 03:53:25","2024-07-03 03:53:25","","I was on the 84 bus on the way home from UBC after my Wrds 150 class. I was sitting near the front of the bus, and there was a man holding two plastic bags full of bottles standing near the back of the bus making strange noises. Directly across from me, there was a pretty middle-aged lady talking on the phone. ","2","6","7","1","2","7","6","3","5","3","10","1","2","1","5","8","2","7","8","8","5","8","4","8","1","2","8","8","In a typical week in my life, I usually attend lectures at UBC every day on weekdays. I take the 84 bus in the morning from where I live to UBC. The bus ride is about 30 minutes long, and usually I enjoy the ride since it's the least stressful part of my day. I have an average of one acquaintance that I talk to and see regularly in every course. Usually, I'm not very close to them, and we only talk in class or while walking to and from classes. I'm a little closer to some of these acquaintances that I've known from other classes or have multiple classes with. Several times a week, I go to my high school friend's dorm for lunch. I meet up with my other close friend that I met at university once or twice a week for lunch, to study and/or just to chat. ","10","1","1","6","10","2","4","6","3","3","7","2","2","1","3","9","5","5","9","8","2","10","5","10","8","2","7","5","passive,diligent,assertive,polite,nervous,trustful,suspicious,organized,artistic,enthusiastic,balanced,lazy,traditional,subordinate,thoughtless,carefree,conventional,reliable,relaxed,kind,curious,tidy,irritable,blue,sympathetic,aloof,sociable,active","","",""
"lUmzj26WG6qNhkMZVrUO7bm77Tc5LGBktNaOZLcryGJnKlB7irjaBfZl1bWKlPx-","532","15","2024-07-03 04:05:02","2024-07-03 04:22:30","2024-07-03 04:22:30","","An hour ago, I was lying on my bed and scrolling down my phone, and started to be drowsy and fell asleep for about 30 minutes. Then I woke up took a bath and did skincare. ","1","7","9","5","5","6","2","1","2","8","3","5","2","2","3","2","2","2","6","6","8","5","7","9","4","1","4","3","I typically stay at home on Monday, Wednesday, and Friday while barely doing anything at home, sometimes I would do some housework and study for tests. On Tuesday and Thursday, I usually go to school for a summer course from 10-1 and return home around  3. After getting home, I would have my lunch, shower, and have the rest of the day either studying or resting. On Saturday and Sunday, I usually go out for grocery shopping with my parents.","7","4","7","2","5","5","4","3","6","8","6","4","3","4","6","5","2","4","3","5","9","5","4","4","4","2","6","5","organized,balanced,sociable,artistic,irritable,enthusiastic,trustful,aloof,traditional,lazy,subordinate,active,tidy,thoughtless,conventional,carefree,curious,kind,relaxed,passive,assertive,diligent,reliable,suspicious,nervous,polite,sympathetic,blue","aloof,subordinate,assertive,suspicious,blue","8, 11, 21, 24, 28","for aloof, not sure about what kind of mental state it is. Subordinate is like lower in position, but I don't really have that uncomfortable feeling. What does assertive have to do with our normal living? What does suspicious have to do with our situation? And what does blue mean in this situation?"
"uVCrRTtJhiNQe4Gif-VbEmiqpsUyo5PBttN9aqXjz67y0tfCrjtxDb-K4TogwkZT","536","15","2024-07-03 04:33:49","2024-07-03 04:58:16","2024-07-03 04:58:16","","I was lying on my bed scrowling tiktok in my own room alone.","4","6","8","4","4","8","6","6","5","8","3","8","9","3","9","9","5","8","5","7","6","6","4","8","7","6","7","4","In a typical week, I would go to school for my classes, having lunch with friends. I usually don't have much classes in the evening so I back home to cook myself dinner.","5","5","6","5","5","7","6","6","7","6","3","6","8","4","7","9","4","8","7","7","7","8","6","8","7","6","6","5","sociable,balanced,nervous,carefree,kind,assertive,irritable,diligent,trustful,reliable,passive,tidy,relaxed,aloof,active,lazy,traditional,organized,artistic,subordinate,thoughtless,conventional,polite,sympathetic,enthusiastic,suspicious,blue,curious","aloof,subordinate","14, 20","Based on my guessing according to the context given"
"9Co_RT28JsbzMVi4L5TRmHXZIhMm5uzvJjSkAR7PAMTeBmTkuwb5_U7ZkN54lVcS","543","15","2024-07-03 05:00:11","2024-07-03 05:05:21","2024-07-03 05:05:21","","I was on my laser hair removal session","10","1","1","4","10","3","6","3","5","6","2","4","10","3","10","10","7","10","10","4","4","10","2","5","5","9","3","7","I go to my weekly laser hair removal session and just work basically","10","1","1","10","7","4","6","3","4","7","3","5","10","6","6","10","4","10","8","3","1","10","1","7","6","2","7","5","thoughtless,irritable,suspicious,polite,enthusiastic,balanced,kind,passive,sociable,aloof,lazy,blue,sympathetic,relaxed,tidy,conventional,assertive,organized,curious,active,carefree,traditional,trustful,subordinate,reliable,diligent,nervous,artistic","","",""
"niGrnDsuyfxyWiBbFvE-CyU7l0x-phHctInybvANlI1SHi_HGniIbkcPD5c_-Tny","550","15","2024-07-03 05:51:14","2024-07-03 06:07:08","2024-07-03 06:07:08","","An hour ago I was sitting on a dinning table with my family (mother, father, and sister) eating a cultural Persian dish called Fesenjoon and watching a Persian series. ","8","7","3","6","1","9","5","1","5","9","9","8","8","9","8","10","1","10","8","9","5","5","1","9","5","5","8","10","Commuting to school using the public transit. Going to lecture twice a week. Mostly at home taking care of my sister, and studying. On my free time I usually watch my favourite TV shows or go on walks with my sister. ","10","2","3","10","5","9","10","8","10","10","8","9","10","5","9","10","5","10","10","8","5","10","5","10","3","10","5","10","aloof,tidy,blue,reliable,carefree,sympathetic,diligent,nervous,assertive,relaxed,suspicious,irritable,organized,balanced,lazy,subordinate,traditional,curious,trustful,thoughtless,kind,enthusiastic,passive,polite,conventional,artistic,sociable,active","aloof,assertive,passive,conventional","1, 9, 23, 25","Because English is not my first language and I didn’t know the meaning of these words and I had to translate them into my first language in order to know what they meant however they were kinda confusing science I have never really used these adjectives to describe my situation even on my own language. "
"YOi953fJH7xHFFG9pUjntVTTMAartoHOWDhH_LgkXO8tMuQoIjfuVRdIuhVpGK-j","561","15","2024-07-03 08:04:32","2024-07-03 08:15:39","2024-07-03 08:15:39","","I was out with two friends after my class ended early. I drove from UBC to pick up one friend from her place and we went to grab a quick bite at my other friend's restaurant and we waited until her shift was over. Afterwards we drove around, grabbed a bubble tea and talked and I dropped them home. 
","2","10","9","5","1","7","9","3","5","7","3","9","7","10","8","9","1","9","7","4","2","7","4","9","2","8","6","5","I typically go to work at my summer camp from 8:30 am to 4:30 pm, from Monday to Thursday. On Tuesday and Thursday I rush to my 6pm class and will leave campus at 9pm and I'm home by 10pm. On Wednesdays I meet up with a few friends from my local mosque and we prep/discuss the new material we've learned from religious studies. Fridays and the weekend are typically days where I catch up on work, relax with family and go out to do activities like hikes or I'll try new restaurants. ","3","6","5","3","7","5","8","7","4","8","7","7","7","5","9","9","2","9","6","4","3","7","2","7","4","8","5","3","artistic,passive,curious,thoughtless,carefree,subordinate,irritable,diligent,conventional,suspicious,sociable,polite,active,traditional,tidy,organized,aloof,lazy,assertive,kind,reliable,trustful,enthusiastic,relaxed,blue,sympathetic,nervous,balanced","subordinate,conventional,traditional","6, 9, 14","I was not sure if subordinate meant how often I was under someone like in terms of work. Conventional was slightly confusing because I wasn't sure of it meant how ""formal"" I am or how 'proper"" I act. I was not sure if traditional meant expected roles from society like as a female or anything else."
"YlxLUM9Y--TsAyKWTW6VO29uVV71vR8UZeHlxuTwbrfVcvECnVFfi4LLs-GC2K8s","568","15","2024-07-03 09:34:41","2024-07-03 10:19:06","2024-07-03 10:19:06","","I am currently sitting in the office, and doing my internship. It's arount 3:30 pm in China, and I am with my co-workers. One of my co-workers who is sitting at the right-side of me is a girl around my age. I have been at this workplace for five and half hours.","4","2","2","7","7","4","4","4","9","6","8","4","4","7","2","8","4","4","9","8","2","8","5","2","3","3","10","9","During this summer, I went back to China and  found an internship to enhance my resume. From Monday to Friday, I go to work every 10 am and get off work every 7pm. After get off work on Friday, I often go have a drink with my friend. For the weekend, I often laid at my house and watch Netflix.","3","6","3","4","4","5","4","5","6","5","4","4","4","3","5","7","3","4","8","8","5","7","4","4","4","4","6","8","polite,aloof,tidy,carefree,thoughtless,curious,artistic,lazy,traditional,conventional,suspicious,active,trustful,organized,reliable,relaxed,sympathetic,sociable,irritable,balanced,enthusiastic,diligent,assertive,nervous,subordinate,passive,kind,blue","suspicious,balanced,kind","11, 20, 27","I know the meanings of these three words, but I don't know how they relate to my life status."
